date_id,email_datetime,customer_id,email_id,email_opens_cnt,email_clicks_cnt
2021-03-03,2021-03-03 06:22:14.000000 UTC,457,eeb08547-ac85-40f8-976c-0f62727e82d2,4,NULL
2021-03-03,2021-03-03 18:32:58.000000 UTC,489,c829ff01-5548-4eed-a016-72271b534feb,1,1
2021-03-03,2021-03-03 02:56:27.000000 UTC,345,3f51af44-f837-44ee-9526-3460dea456f8,3,1
2021-03-03,2021-03-03 17:03:28.000000 UTC,394,8245991e-c9bb-49fa-8d69-460f30c9a784,1,1
2021-03-03,2021-03-03 23:57:46.000000 UTC,448,f2b0a855-3261-4fe7-bd7d-0701f6a19d7a,8,2
2021-03-03,2021-03-03 16:02:54.000000 UTC,391,c3668ac4-d1f7-40b8-b4ce-2796d33dda72,12,3
2021-03-03,2021-03-03 17:52:05.000000 UTC,201,3a95583a-a564-44da-8273-e7db10dd5e83,6,3
2021-03-03,2021-03-03 19:53:53.000000 UTC,77,c26ecc84-1c0e-4590-b4b4-f432ea6af02f,10,4
2021-03-03,2021-03-03 15:13:28.000000 UTC,622,c282168a-b6c4-47b5-891c-b9ea47f92c43,12,4
2021-03-03,2021-03-03 04:30:55.000000 UTC,456,fa0b313f-129f-4e0d-b094-1ff2b441ecc5,14,5
2021-03-03,2021-03-03 17:20:53.000000 UTC,178,cd55cf0c-3ba8-416d-b942-e1048e13148f,9,5
2021-03-03,2021-03-03 22:48:42.000000 UTC,344,6b25e8e9-b826-4117-acd2-7d4ebed3fc63,9,5
2021-03-03,2021-03-03 14:32:22.000000 UTC,415,9ded4697-a90e-48f7-abaf-b3fdc9718d3f,10,5
2021-03-03,2021-03-03 12:25:04.000000 UTC,250,bc68a62d-6e41-4188-87f9-7c86782f2fb7,16,6
2021-03-03,2021-03-03 09:00:09.000000 UTC,611,8a63cc4f-8e88-498d-99ba-346142596eee,64,7
2021-03-03,2021-03-03 07:20:18.000000 UTC,983,4b16af22-c287-496a-95bf-f1523a0e8072,13,7
2021-03-03,2021-03-03 08:31:06.000000 UTC,922,e99ede53-4bd5-4430-93a3-e31effc308bd,19,7
2021-03-03,2021-03-03 03:49:11.000000 UTC,277,c6b45ac2-d85b-4d44-8d14-39416c1435d7,24,7
2021-03-03,2021-03-03 13:48:53.000000 UTC,712,de58a15d-156a-4e1c-aef5-3ec946377b33,25,8
2021-03-03,2021-03-03 18:19:12.000000 UTC,854,ccc48288-416f-4f42-9e02-ded9ce10b84e,19,8
2021-03-03,2021-03-03 14:40:27.000000 UTC,144,600274f8-e91a-41b3-b799-18a86dd48227,16,8
2021-03-03,2021-03-03 12:52:49.000000 UTC,205,63f77752-c89c-4aa7-a272-ced28a7ed58e,27,8
2021-03-03,2021-03-03 18:41:10.000000 UTC,715,d4c3ca6f-bda9-4319-8771-58a138574c7f,47,10
2021-03-03,2021-03-03 16:27:27.000000 UTC,250,bf98f447-6af3-45c3-a5f4-614aa73d1168,105,10
2021-03-03,2021-03-03 16:11:22.000000 UTC,986,c3d9777f-6a7d-4316-9a88-6456045cc0df,16,11
2021-03-03,2021-03-03 01:09:49.000000 UTC,178,4fb83d3a-2884-45df-8076-6da0d9c5f7d3,26,11
2021-03-03,2021-03-03 12:28:22.000000 UTC,920,c1a4d1ca-4603-42c0-a199-c15e10763885,62,12
2021-03-03,2021-03-03 06:35:15.000000 UTC,394,c247bbe8-c878-4f56-9686-f30287ce22b6,51,13
2021-03-03,2021-03-03 21:39:50.000000 UTC,178,3c647ee8-bad8-4955-a02e-d365b9a73f42,88,13
2021-03-03,2021-03-03 21:01:21.000000 UTC,760,cf1af3e6-a06b-4237-bbc1-6889e31d5f99,68,13
2021-03-03,2021-03-03 13:58:53.000000 UTC,293,c55e16aa-c2ed-492c-b077-20dc030a2418,63,14
2021-03-03,2021-03-03 16:29:05.000000 UTC,622,31d3f7f6-3885-4b1f-b55a-1ea22fd8a451,142,14
2021-03-03,2021-03-03 07:12:59.000000 UTC,449,958baf3c-3a9c-4378-be86-8c92b3f323e5,72,16
2021-03-03,2021-03-03 20:49:04.000000 UTC,920,caa5a9e6-7f67-41ca-a58b-50dbf3601532,93,17
2021-03-03,2021-03-03 03:13:24.000000 UTC,456,8acb0937-46fa-4dc9-bdd1-aad41bb731f2,130,17
2021-03-03,2021-03-03 20:32:45.000000 UTC,940,753eb212-0172-46c5-8e04-e963869f7f92,249,17
2021-03-03,2021-03-03 10:23:41.000000 UTC,983,72fb50be-b80f-4e37-9994-bd9533824470,88,18
2021-03-03,2021-03-03 10:56:22.000000 UTC,654,7385e7a7-caf1-410f-bc5c-32ef125a80b3,60,18
2021-03-03,2021-03-03 06:50:19.000000 UTC,180,a5c48857-6543-4f0d-a360-d75e2585ea28,276,18
2021-03-03,2021-03-03 09:10:25.000000 UTC,346,7b544751-7125-46bf-8b94-17580e2f76d6,27,19
2021-03-03,2021-03-03 15:05:36.000000 UTC,716,5ebc297e-e42d-453c-ad22-49766485011b,388,23
2021-03-03,2021-03-03 20:00:14.000000 UTC,251,8a30ea0c-c9c7-43c1-8024-e16703c2353b,500,24
2021-03-03,2021-03-03 03:37:50.000000 UTC,613,9f25e2bd-dd88-4e6a-bb5d-f84890a05232,102,30
2021-03-03,2021-03-03 00:48:36.000000 UTC,612,ed22cc5b-2477-4003-a277-dd5128c2e0dd,64,32
2021-03-04,2021-03-04 15:25:23.000000 UTC,314,0ae77bd4-9dcd-4869-ad48-77969d71e562,4,NULL
2021-03-04,2021-03-04 02:14:13.000000 UTC,293,edd07216-0479-4032-b213-5b212f599074,1,NULL
2021-03-04,2021-03-04 17:51:43.000000 UTC,457,f347ea7a-1f41-4f66-b8f6-c14e2da03408,2,NULL
2021-03-04,2021-03-04 16:19:12.000000 UTC,632,7372359a-8b18-4e32-8dfa-4885156fab1a,2,1
2021-03-04,2021-03-04 02:41:30.000000 UTC,787,53dde58b-1558-4643-8f68-b7fa2be844a7,1,1
2021-03-04,2021-03-04 16:34:46.000000 UTC,34,8ae875b0-f56c-4574-956d-b8406f6aa062,1,1
2021-03-04,2021-03-04 11:55:53.000000 UTC,556,ab2400e1-2fc0-40b6-8b8f-f2951dbef39d,2,1
2021-03-04,2021-03-04 17:07:12.000000 UTC,47,72a6d42c-6741-4c2d-b458-e3f1f406752c,1,1
2021-03-04,2021-03-04 14:00:25.000000 UTC,884,4c874c40-2eb1-4825-93b4-cbdeaa57c2c9,3,2
2021-03-04,2021-03-04 09:42:57.000000 UTC,787,5c091108-2720-4f79-9fa7-80c0d09a16ce,6,2
2021-03-04,2021-03-04 20:22:28.000000 UTC,701,a9388bc4-5949-4bad-a0a1-97551d1ef743,6,3
2021-03-04,2021-03-04 01:44:00.000000 UTC,222,7d00462b-88d7-4667-a01e-95039ee1bf42,29,3
2021-03-04,2021-03-04 20:46:35.000000 UTC,815,ba13f914-0383-4150-aa93-4aa2f767b2dc,6,3
2021-03-04,2021-03-04 13:57:10.000000 UTC,556,42dfdc55-2c0e-4316-b848-6a46b0c5c265,4,3
2021-03-04,2021-03-04 14:58:34.000000 UTC,456,02ce49db-497d-4015-bd9d-993f85738d16,6,3
2021-03-04,2021-03-04 22:32:54.000000 UTC,944,9c5e7a1f-75e5-49ef-b2c7-59bd144c0068,10,4
2021-03-04,2021-03-04 16:27:49.000000 UTC,886,d303f121-a517-4419-aad5-02675682b39d,8,4
2021-03-04,2021-03-04 21:57:23.000000 UTC,222,d29cff82-1e70-4d18-87d1-863e32ef0c69,5,4
2021-03-04,2021-03-04 19:17:47.000000 UTC,225,b09840be-1009-4484-b5fd-a4748829d9e9,7,4
2021-03-04,2021-03-04 00:48:04.000000 UTC,556,8437ad77-bda1-4806-b3f7-27ca3464d460,32,5
2021-03-04,2021-03-04 15:00:56.000000 UTC,46,e9e01a0e-7899-455f-9bfb-4caa91320b66,43,5
2021-03-04,2021-03-04 05:25:44.000000 UTC,313,eac0ef8f-4781-494d-8850-ebf77f3a7d13,12,6
2021-03-04,2021-03-04 22:54:08.000000 UTC,664,5647c16e-d3c5-4601-87e6-69d4701119fb,71,6
2021-03-04,2021-03-04 22:34:53.000000 UTC,699,02bffeb4-9963-4a05-bbcc-6f8734da0579,93,6
2021-03-04,2021-03-04 23:28:57.000000 UTC,663,5f0297d6-b1d9-4c94-8070-4e9b15c6c47a,15,6
2021-03-04,2021-03-04 14:17:05.000000 UTC,293,a6942fcd-56ad-4ba7-ab0d-747d9f520580,8,6
2021-03-04,2021-03-04 20:43:35.000000 UTC,879,09c3e4a0-d431-4f2b-8310-4bfc763b61aa,22,7
2021-03-04,2021-03-04 22:04:29.000000 UTC,229,ad508d12-0950-4975-ae9d-c6561e1020ab,17,7
2021-03-04,2021-03-04 21:50:04.000000 UTC,945,11655cf6-37ae-41e7-9e51-46aacc62d3ed,24,7
2021-03-04,2021-03-04 14:22:21.000000 UTC,970,6675d371-c279-491d-8196-b29644ccff2f,49,8
2021-03-04,2021-03-04 16:25:59.000000 UTC,332,38c3b473-233a-4a5c-94c3-fc3e8f7b6f76,83,8
2021-03-04,2021-03-04 17:06:27.000000 UTC,698,12d7388b-caf5-4c17-8e34-38abe5a52733,29,8
2021-03-04,2021-03-04 09:26:26.000000 UTC,222,ab932e43-9dd9-4b2d-969d-eaa174718a37,20,9
2021-03-04,2021-03-04 10:21:05.000000 UTC,4,18585b24-6171-4a3b-84ce-d23d436fa62b,36,9
2021-03-04,2021-03-04 11:44:26.000000 UTC,454,f3d7fd24-5aed-4ad7-92d3-7113cbc56122,13,9
2021-03-04,2021-03-04 15:07:28.000000 UTC,312,c787538d-c60b-4ef2-a0f1-89f48a19be3f,73,10
2021-03-04,2021-03-04 21:08:18.000000 UTC,559,6f0e2d10-89ed-4c20-9bec-d09f08effb17,33,11
2021-03-04,2021-03-04 18:41:01.000000 UTC,947,69c40a14-6b68-48be-8d66-3fca63df42bd,14,11
2021-03-04,2021-03-04 14:58:08.000000 UTC,636,a2fc3dc4-25d5-418a-9054-8aa5731a6b8f,40,12
2021-03-04,2021-03-04 03:24:54.000000 UTC,101,35ea9ed1-d0c1-4718-9330-727314d1c985,74,13
2021-03-04,2021-03-04 15:40:34.000000 UTC,457,b4612c84-af86-4782-882b-8cf62a67e0e6,103,13
2021-03-04,2021-03-04 15:23:40.000000 UTC,637,4aa25f43-bcd0-4414-b71c-5c2f5a0fa256,76,14
2021-03-04,2021-03-04 11:05:05.000000 UTC,292,8a8e27f5-a205-4fa9-9c90-fab19a46d982,172,14
2021-03-04,2021-03-04 14:41:00.000000 UTC,30,1500889c-e8e1-4713-86b0-1bdc743c0046,211,14
2021-03-04,2021-03-04 15:53:16.000000 UTC,698,50348aec-c062-42ac-997a-6c3d7f895323,26,15
2021-03-04,2021-03-04 18:29:37.000000 UTC,873,933656d7-6b45-4fbe-ad7f-27ddd688961d,30,16
2021-03-04,2021-03-04 23:47:02.000000 UTC,880,775e51ec-265a-4fe5-93ce-812cc35770ce,94,17
2021-03-04,2021-03-04 16:41:03.000000 UTC,292,2fc38a08-38f9-4f90-9d39-dbb04b324b56,56,19
2021-03-04,2021-03-04 17:37:48.000000 UTC,291,8d12e5ab-729f-4f01-9301-4cb2d02b2f3f,406,20
2021-03-04,2021-03-04 08:01:30.000000 UTC,33,a9c9657a-fd92-4b45-b6a5-91a35269d51c,97,21
2021-03-04,2021-03-04 08:37:15.000000 UTC,785,e67e79a4-d6de-492b-9dfb-fb515aed6c4b,134,22
2021-03-04,2021-03-04 17:53:02.000000 UTC,29,ba5738ef-1068-4699-8903-74ec9eab5af1,75,22
2021-03-04,2021-03-04 14:36:54.000000 UTC,818,d5eb3dd1-986d-446d-9e93-1a7d8f6ee9e4,125,31
2021-03-04,2021-03-04 16:14:50.000000 UTC,323,0f4fc30f-b6cc-4fa0-a78c-ba31794a5750,35,35
2021-03-05,2021-03-05 13:23:50.000000 UTC,497,fa25a812-c7c2-4e32-b740-5ec398a42f0b,1,NULL
2021-03-05,2021-03-05 03:51:53.000000 UTC,621,7ee9e0f4-ed19-4132-9006-ecebebac3a62,71,NULL
2021-03-05,2021-03-05 20:29:39.000000 UTC,610,8a33e31c-ec53-47b4-8e8e-cb29b828d717,1,NULL
2021-03-05,2021-03-05 18:44:00.000000 UTC,813,9c5aac55-6000-4ef5-b3a5-5c9fce53147c,3,1
2021-03-05,2021-03-05 19:17:42.000000 UTC,610,e91f8199-0ded-455d-b66e-842ad6be9858,1,1
2021-03-05,2021-03-05 19:00:58.000000 UTC,496,56a96bf0-02cb-4c95-9cc6-7146a9848f10,1,1
2021-03-05,2021-03-05 13:14:34.000000 UTC,814,7d4404cc-3123-4690-aee9-4c9451192803,1,1
2021-03-05,2021-03-05 07:36:42.000000 UTC,496,6d2469ed-5a24-4f65-9685-88c51ed87f82,1,1
2021-03-05,2021-03-05 14:27:42.000000 UTC,814,34c40f9f-ab32-4f82-a1db-9b357939bb67,1,1
2021-03-05,2021-03-05 16:19:34.000000 UTC,469,7526fb29-5cc5-41be-9ff9-a3f73ecca21f,1,1
2021-03-05,2021-03-05 04:41:24.000000 UTC,305,1936e31d-acbb-4e1c-85fe-c4b59747f286,5,2
2021-03-05,2021-03-05 21:12:49.000000 UTC,624,e3d2e5fe-cad5-4665-9a11-1d52d206d326,8,3
2021-03-05,2021-03-05 21:44:10.000000 UTC,329,ec2b341c-36a7-4866-8802-f5f9f5af6664,10,4
2021-03-05,2021-03-05 00:17:41.000000 UTC,362,473d0ab2-1ba2-4902-8d64-80cd971b6d48,14,4
2021-03-05,2021-03-05 08:02:41.000000 UTC,609,30a92783-b24f-438a-8893-6c7650638486,13,5
2021-03-05,2021-03-05 10:01:09.000000 UTC,706,f635f5b6-6fd4-4443-8e9d-a0c014b47f36,15,6
2021-03-05,2021-03-05 10:19:18.000000 UTC,611,6d8bdc16-9759-4177-a52c-87ff3b4a67b1,35,7
2021-03-05,2021-03-05 17:59:50.000000 UTC,998,fa29f7cb-39e1-451d-878e-cb9b12fb13d4,19,8
2021-03-05,2021-03-05 06:47:07.000000 UTC,35,3f9d6a14-618e-4f44-bcbc-67285546a035,18,8
2021-03-05,2021-03-05 07:06:02.000000 UTC,814,3d661fff-486d-4309-9274-e760b8b6bea8,22,8
2021-03-05,2021-03-05 00:44:03.000000 UTC,959,af608054-f983-4b4b-8a99-fa38c427449b,54,9
2021-03-05,2021-03-05 00:28:41.000000 UTC,243,068eb336-5019-4b0d-8699-dc243e61360e,22,9
2021-03-05,2021-03-05 19:24:17.000000 UTC,961,1cf986b7-602e-4248-88fe-056702342981,188,10
2021-03-05,2021-03-05 20:49:20.000000 UTC,528,d06edbe3-67c4-454e-afbe-ae8bb588d7a0,29,10
2021-03-05,2021-03-05 19:18:28.000000 UTC,996,769ad24a-e92c-4b11-889e-be9ebe9a993e,34,13
2021-03-05,2021-03-05 08:09:34.000000 UTC,305,9a4e110a-8351-4e57-89bb-6bd36fe3c21b,41,13
2021-03-05,2021-03-05 22:56:57.000000 UTC,307,e0d3f61d-eeda-42ff-a7ef-bd129e62d6bc,122,15
2021-03-05,2021-03-05 17:53:23.000000 UTC,630,e2aa5beb-d791-470c-9765-8160dc8ff92c,208,16
2021-03-05,2021-03-05 21:30:59.000000 UTC,814,80eab2b6-faf6-4e17-8f4e-15397e0c9165,100,18
2021-03-05,2021-03-05 17:32:36.000000 UTC,715,d81c33c5-dd7a-4aed-8721-b1f3ed92e86e,111,19
2021-03-05,2021-03-05 11:21:14.000000 UTC,362,c3be2f11-1add-406f-ad71-a75180773b95,227,26
2021-03-06,2021-03-06 21:10:53.000000 UTC,429,faa2194f-b4a6-4857-b0bf-b481b5561ec1,26,NULL
2021-03-06,2021-03-06 20:32:31.000000 UTC,753,ae75063f-d325-4d44-bb8c-d135c844e281,3,NULL
2021-03-06,2021-03-06 12:01:10.000000 UTC,491,822ea888-d708-41c7-8a84-bbc25f70d6a6,2,NULL
2021-03-06,2021-03-06 19:23:13.000000 UTC,137,9ed2d87b-602f-4650-9ecb-f04ee4292221,16,1
2021-03-06,2021-03-06 10:28:42.000000 UTC,331,06d43231-dbce-48af-b6f2-da2cfbfbbe16,1,1
2021-03-06,2021-03-06 08:47:39.000000 UTC,720,76d9bd37-9d4c-424b-ad95-4dbdd0dc52fc,1,1
2021-03-06,2021-03-06 22:27:11.000000 UTC,166,a6e762e1-0910-4119-8ed3-1966fb44192c,7,2
2021-03-06,2021-03-06 19:42:43.000000 UTC,435,03913ff9-88a1-4d9e-9b25-36d5675999ff,10,3
2021-03-06,2021-03-06 23:42:06.000000 UTC,708,7a59ed5b-694a-4e81-8941-b51ecfd3bb06,39,5
2021-03-06,2021-03-06 02:10:20.000000 UTC,261,0751c637-234a-46bc-b76f-268f70b8e20a,8,6
2021-03-06,2021-03-06 16:31:31.000000 UTC,714,a5458815-5520-465d-bcfc-d8f106830117,28,7
2021-03-06,2021-03-06 13:39:51.000000 UTC,603,dc1f3b8a-9fc9-4598-9d9e-ca4ee7f5bdf8,15,7
2021-03-06,2021-03-06 20:41:14.000000 UTC,778,7c3c0a07-c3c4-421f-952b-650712d6c06e,25,8
2021-03-06,2021-03-06 17:14:46.000000 UTC,748,ea4e19de-a2e3-4ebf-8d20-ad768fc8dcaf,18,8
2021-03-06,2021-03-06 12:22:35.000000 UTC,254,c2705e0c-9ace-4c29-8d8f-36697516915f,39,9
2021-03-06,2021-03-06 13:50:25.000000 UTC,387,082123bb-205e-4a71-865a-68145cfcde20,97,13
2021-03-06,2021-03-06 00:28:43.000000 UTC,143,5b4485fd-2ee1-4390-a56d-905fbf1d100e,41,15
2021-03-06,2021-03-06 20:08:16.000000 UTC,397,b95408b2-5106-483f-aea9-48252cc41b30,84,16
2021-03-06,2021-03-06 12:32:27.000000 UTC,711,067227f5-ae3b-434c-a0e9-a30b4306ca02,46,23
2021-03-06,2021-03-06 08:52:39.000000 UTC,373,5fec9959-73fe-42fe-87b7-d2579b4f5f1b,133,46
2021-03-07,2021-03-07 02:17:47.000000 UTC,768,49d357fc-387e-498a-91e5-d4baee2dea88,108,9
2021-03-07,2021-03-07 18:40:50.000000 UTC,754,31d77df0-94c9-46ca-9904-a4575c52b87a,500,10
2021-03-07,2021-03-07 22:39:06.000000 UTC,309,f7840514-9e7b-44aa-860a-abbc8ef78f0e,39,13
2021-03-07,2021-03-07 22:58:18.000000 UTC,306,c79db5b4-92ec-4214-8c29-616e266b52c2,85,37
2021-03-08,2021-03-08 19:14:50.000000 UTC,509,c01ce2a2-9878-4d0a-aa26-8034387ae736,1,NULL
2021-03-08,2021-03-08 10:41:08.000000 UTC,276,e29a47c0-7634-4b72-b938-5a3b84c877a2,1,NULL
2021-03-08,2021-03-08 12:00:58.000000 UTC,521,a4fc6b21-86ec-4b27-8909-ef32750ca067,1,1
2021-03-08,2021-03-08 21:44:41.000000 UTC,410,e6e51ebe-c863-4f70-a0bb-b93f39a034f9,2,1
2021-03-08,2021-03-08 04:56:02.000000 UTC,773,ab390488-48b8-4ec4-acee-8349f65ede3f,1,1
2021-03-08,2021-03-08 13:27:40.000000 UTC,390,6d3b67f0-9de6-40c2-9e4e-a401c4a92ec9,3,1
2021-03-08,2021-03-08 19:24:55.000000 UTC,390,87a719f8-0ddf-41b1-bf40-2eab8864eb83,1,1
2021-03-08,2021-03-08 15:02:04.000000 UTC,352,f10d9f25-e4de-4346-9817-939fab6dd885,1,1
2021-03-08,2021-03-08 23:23:59.000000 UTC,966,ef534aa7-761a-4539-b3a1-b93ad73b81e7,1,1
2021-03-08,2021-03-08 16:38:22.000000 UTC,511,e69d08a2-7603-44ee-81c4-ff97a79a5c02,1,1
2021-03-08,2021-03-08 06:19:53.000000 UTC,915,214c8f4a-d4b3-405a-83df-3f12ffa38ccb,1,1
2021-03-08,2021-03-08 16:21:34.000000 UTC,936,f073a2a8-9ee5-49f9-a7af-468983dfc32c,3,1
2021-03-08,2021-03-08 14:00:26.000000 UTC,350,c6bbcd8b-33a6-4dfc-9f88-e5f2570b15b4,1,1
2021-03-08,2021-03-08 10:40:04.000000 UTC,180,97ebe234-095f-4b36-9d65-9f5749976837,4,2
2021-03-08,2021-03-08 17:48:40.000000 UTC,93,833eac54-fc25-4df9-8bf4-aea17a6ca302,2,2
2021-03-08,2021-03-08 17:37:42.000000 UTC,503,a0ae5abe-10cd-42ae-9f23-98dafca21b33,4,2
2021-03-08,2021-03-08 14:21:47.000000 UTC,124,adf3c241-2d66-47ef-85b3-82e3b401c850,3,2
2021-03-08,2021-03-08 13:31:04.000000 UTC,182,919134e5-525d-4dae-93a6-2337313b3f10,3,2
2021-03-08,2021-03-08 14:08:36.000000 UTC,180,fb67d395-f07d-4fb5-ae62-a6152625f260,17,2
2021-03-08,2021-03-08 07:37:43.000000 UTC,935,3b6b6148-2f70-4540-abdb-470b333ae722,8,2
2021-03-08,2021-03-08 09:49:29.000000 UTC,180,0e1727ad-5255-43ce-a2ff-cebd369ca56a,7,3
2021-03-08,2021-03-08 15:28:24.000000 UTC,306,37bb993a-d200-441f-b705-377f88a8264a,9,3
2021-03-08,2021-03-08 02:33:42.000000 UTC,300,ece183db-9d9e-428d-b74d-081202d26e1b,105,3
2021-03-08,2021-03-08 16:52:38.000000 UTC,357,69a63c37-737d-44e0-b882-4c146ac42a90,38,3
2021-03-08,2021-03-08 10:26:46.000000 UTC,491,19a47d3e-4546-4a9f-9b05-18022e0dcc2c,13,4
2021-03-08,2021-03-08 16:12:14.000000 UTC,628,277126ce-dad8-450a-9e2c-9e1a2a1e6f2a,9,4
2021-03-08,2021-03-08 16:49:09.000000 UTC,278,3bbaad70-50a0-446a-8b23-68864b949d0d,7,4
2021-03-08,2021-03-08 21:07:38.000000 UTC,604,d15d7f9e-cb1a-41fa-a058-de1b2563f819,9,4
2021-03-08,2021-03-08 09:56:35.000000 UTC,928,aa5d5160-4264-4ebf-a0f9-a6bbcda84c46,8,4
