id,full_date,year,year_week,year_day,fiscal_year,fiscal_qtr,month,month_name,week_day,day_name,day_is_weekday
2020-05-28,2020-05-28,2020,21,28,2020,2,5,May,4,Thursday,1
2020-07-19,2020-07-19,2020,29,19,2020,3,7,July,0,Sunday,0
2020-09-22,2020-09-22,2020,38,22,2020,3,9,September,2,Tuesday,1
2020-10-16,2020-10-16,2020,41,16,2020,4,10,October,5,Friday,1
2021-02-09,2021-02-09,2021,6,9,2021,1,2,February,2,Tuesday,1
2021-04-12,2021-04-12,2021,15,12,2021,2,4,April,1,Monday,1
2021-04-30,2021-04-30,2021,17,30,2021,2,4,April,5,Friday,1
2021-06-27,2021-06-27,2021,26,27,2021,2,6,June,0,Sunday,0
2021-10-15,2021-10-15,2021,41,15,2021,4,10,October,5,Friday,1
2021-12-24,2021-12-24,2021,51,24,2021,4,12,December,5,Friday,1
2021-12-30,2021-12-30,2021,52,30,2021,4,12,December,4,Thursday,1
2022-02-20,2022-02-20,2022,8,20,2022,1,2,February,0,Sunday,0
2022-06-26,2022-06-26,2022,26,26,2022,2,6,June,0,Sunday,0
2022-07-20,2022-07-20,2022,29,20,2022,3,7,July,3,Wednesday,1
2022-07-28,2022-07-28,2022,30,28,2022,3,7,July,4,Thursday,1
2022-10-08,2022-10-08,2022,40,8,2022,4,10,October,6,Saturday,0
2022-10-31,2022-10-31,2022,44,31,2022,4,10,October,1,Monday,1
2014-01-04,2014-01-04,2014,0,4,2014,1,1,January,6,Saturday,0
2014-01-29,2014-01-29,2014,4,29,2014,1,1,January,3,Wednesday,1
2014-02-22,2014-02-22,2014,7,22,2014,1,2,February,6,Saturday,0
2014-03-26,2014-03-26,2014,12,26,2014,1,3,March,3,Wednesday,1
2014-04-26,2014-04-26,2014,16,26,2014,2,4,April,6,Saturday,0
2014-06-23,2014-06-23,2014,25,23,2014,2,6,June,1,Monday,1
2014-07-31,2014-07-31,2014,30,31,2014,3,7,July,4,Thursday,1
2014-12-01,2014-12-01,2014,48,1,2014,4,12,December,1,Monday,1
2015-04-04,2015-04-04,2015,13,4,2015,2,4,April,6,Saturday,0
2015-06-03,2015-06-03,2015,22,3,2015,2,6,June,3,Wednesday,1
2015-06-20,2015-06-20,2015,24,20,2015,2,6,June,6,Saturday,0
2015-09-09,2015-09-09,2015,36,9,2015,3,9,September,3,Wednesday,1
2015-10-01,2015-10-01,2015,39,1,2015,4,10,October,4,Thursday,1
2015-10-19,2015-10-19,2015,42,19,2015,4,10,October,1,Monday,1
2015-11-02,2015-11-02,2015,44,2,2015,4,11,November,1,Monday,1
2015-11-12,2015-11-12,2015,45,12,2015,4,11,November,4,Thursday,1
2015-11-20,2015-11-20,2015,46,20,2015,4,11,November,5,Friday,1
2015-12-28,2015-12-28,2015,52,28,2015,4,12,December,1,Monday,1
2016-02-02,2016-02-02,2016,5,2,2016,1,2,February,2,Tuesday,1
2016-05-29,2016-05-29,2016,22,29,2016,2,5,May,0,Sunday,0
2016-07-01,2016-07-01,2016,26,1,2016,3,7,July,5,Friday,1
2016-07-24,2016-07-24,2016,30,24,2016,3,7,July,0,Sunday,0
2016-10-30,2016-10-30,2016,44,30,2016,4,10,October,0,Sunday,0
2017-01-01,2017-01-01,2017,1,1,2017,1,1,January,0,Sunday,0
2017-02-21,2017-02-21,2017,8,21,2017,1,2,February,2,Tuesday,1
2017-06-07,2017-06-07,2017,23,7,2017,2,6,June,3,Wednesday,1
2017-06-09,2017-06-09,2017,23,9,2017,2,6,June,5,Friday,1
2017-06-20,2017-06-20,2017,25,20,2017,2,6,June,2,Tuesday,1
2017-09-16,2017-09-16,2017,37,16,2017,3,9,September,6,Saturday,0
2017-11-09,2017-11-09,2017,45,9,2017,4,11,November,4,Thursday,1
2017-12-05,2017-12-05,2017,49,5,2017,4,12,December,2,Tuesday,1
2018-03-04,2018-03-04,2018,9,4,2018,1,3,March,0,Sunday,0
2018-03-13,2018-03-13,2018,10,13,2018,1,3,March,2,Tuesday,1
2018-05-03,2018-05-03,2018,17,3,2018,2,5,May,4,Thursday,1
2018-05-05,2018-05-05,2018,17,5,2018,2,5,May,6,Saturday,0
2018-05-19,2018-05-19,2018,19,19,2018,2,5,May,6,Saturday,0
2018-06-29,2018-06-29,2018,25,29,2018,2,6,June,5,Friday,1
2018-07-17,2018-07-17,2018,28,17,2018,3,7,July,2,Tuesday,1
2018-08-09,2018-08-09,2018,31,9,2018,3,8,August,4,Thursday,1
2018-11-29,2018-11-29,2018,47,29,2018,4,11,November,4,Thursday,1
2018-12-03,2018-12-03,2018,48,3,2018,4,12,December,1,Monday,1
2019-04-28,2019-04-28,2019,17,28,2019,2,4,April,0,Sunday,0
2019-05-10,2019-05-10,2019,18,10,2019,2,5,May,5,Friday,1
2019-05-12,2019-05-12,2019,19,12,2019,2,5,May,0,Sunday,0
2019-06-10,2019-06-10,2019,23,10,2019,2,6,June,1,Monday,1
2019-07-14,2019-07-14,2019,28,14,2019,3,7,July,0,Sunday,0
2019-08-24,2019-08-24,2019,33,24,2019,3,8,August,6,Saturday,0
2019-09-12,2019-09-12,2019,36,12,2019,3,9,September,4,Thursday,1
2019-12-10,2019-12-10,2019,49,10,2019,4,12,December,2,Tuesday,1
2020-01-23,2020-01-23,2020,3,23,2020,1,1,January,4,Thursday,1
2020-01-26,2020-01-26,2020,4,26,2020,1,1,January,0,Sunday,0
2020-04-11,2020-04-11,2020,14,11,2020,2,4,April,6,Saturday,0
2020-08-06,2020-08-06,2020,31,6,2020,3,8,August,4,Thursday,1
2020-08-25,2020-08-25,2020,34,25,2020,3,8,August,2,Tuesday,1
2020-10-13,2020-10-13,2020,41,13,2020,4,10,October,2,Tuesday,1
2020-10-18,2020-10-18,2020,42,18,2020,4,10,October,0,Sunday,0
2021-01-16,2021-01-16,2021,2,16,2021,1,1,January,6,Saturday,0
2021-01-20,2021-01-20,2021,3,20,2021,1,1,January,3,Wednesday,1
2021-02-12,2021-02-12,2021,6,12,2021,1,2,February,5,Friday,1
2021-02-16,2021-02-16,2021,7,16,2021,1,2,February,2,Tuesday,1
2021-02-17,2021-02-17,2021,7,17,2021,1,2,February,3,Wednesday,1
2021-03-21,2021-03-21,2021,12,21,2021,1,3,March,0,Sunday,0
2021-07-17,2021-07-17,2021,28,17,2021,3,7,July,6,Saturday,0
2021-09-10,2021-09-10,2021,36,10,2021,3,9,September,5,Friday,1
2021-10-23,2021-10-23,2021,42,23,2021,4,10,October,6,Saturday,0
2021-10-31,2021-10-31,2021,44,31,2021,4,10,October,0,Sunday,0
2021-11-18,2021-11-18,2021,46,18,2021,4,11,November,4,Thursday,1
2022-04-08,2022-04-08,2022,14,8,2022,2,4,April,5,Friday,1
2022-04-14,2022-04-14,2022,15,14,2022,2,4,April,4,Thursday,1
2022-06-08,2022-06-08,2022,23,8,2022,2,6,June,3,Wednesday,1
2022-08-29,2022-08-29,2022,35,29,2022,3,8,August,1,Monday,1
2022-09-03,2022-09-03,2022,35,3,2022,3,9,September,6,Saturday,0
2022-09-13,2022-09-13,2022,37,13,2022,3,9,September,2,Tuesday,1
2022-11-03,2022-11-03,2022,44,3,2022,4,11,November,4,Thursday,1
2014-01-21,2014-01-21,2014,3,21,2014,1,1,January,2,Tuesday,1
2014-03-05,2014-03-05,2014,9,5,2014,1,3,March,3,Wednesday,1
2014-03-30,2014-03-30,2014,13,30,2014,1,3,March,0,Sunday,0
2014-04-17,2014-04-17,2014,15,17,2014,2,4,April,4,Thursday,1
2014-06-16,2014-06-16,2014,24,16,2014,2,6,June,1,Monday,1
2014-09-05,2014-09-05,2014,35,5,2014,3,9,September,5,Friday,1
2014-12-29,2014-12-29,2014,52,29,2014,4,12,December,1,Monday,1
2015-01-10,2015-01-10,2015,1,10,2015,1,1,January,6,Saturday,0
2015-02-13,2015-02-13,2015,6,13,2015,1,2,February,5,Friday,1
2015-04-23,2015-04-23,2015,16,23,2015,2,4,April,4,Thursday,1
2015-06-07,2015-06-07,2015,23,7,2015,2,6,June,0,Sunday,0
2015-08-21,2015-08-21,2015,33,21,2015,3,8,August,5,Friday,1
2016-03-18,2016-03-18,2016,11,18,2016,1,3,March,5,Friday,1
2016-05-03,2016-05-03,2016,18,3,2016,2,5,May,2,Tuesday,1
2016-05-11,2016-05-11,2016,19,11,2016,2,5,May,3,Wednesday,1
2016-05-12,2016-05-12,2016,19,12,2016,2,5,May,4,Thursday,1
2016-07-20,2016-07-20,2016,29,20,2016,3,7,July,3,Wednesday,1
2016-07-22,2016-07-22,2016,29,22,2016,3,7,July,5,Friday,1
2016-08-12,2016-08-12,2016,32,12,2016,3,8,August,5,Friday,1
2016-11-13,2016-11-13,2016,46,13,2016,4,11,November,0,Sunday,0
2016-12-28,2016-12-28,2016,52,28,2016,4,12,December,3,Wednesday,1
2017-03-09,2017-03-09,2017,10,9,2017,1,3,March,4,Thursday,1
2017-04-13,2017-04-13,2017,15,13,2017,2,4,April,4,Thursday,1
2017-07-02,2017-07-02,2017,27,2,2017,3,7,July,0,Sunday,0
2017-07-11,2017-07-11,2017,28,11,2017,3,7,July,2,Tuesday,1
2017-10-23,2017-10-23,2017,43,23,2017,4,10,October,1,Monday,1
2017-11-08,2017-11-08,2017,45,8,2017,4,11,November,3,Wednesday,1
2018-03-03,2018-03-03,2018,8,3,2018,1,3,March,6,Saturday,0
2018-03-07,2018-03-07,2018,9,7,2018,1,3,March,3,Wednesday,1
2018-03-17,2018-03-17,2018,10,17,2018,1,3,March,6,Saturday,0
2018-03-21,2018-03-21,2018,11,21,2018,1,3,March,3,Wednesday,1
2018-06-09,2018-06-09,2018,22,9,2018,2,6,June,6,Saturday,0
2018-07-03,2018-07-03,2018,26,3,2018,3,7,July,2,Tuesday,1
2018-09-23,2018-09-23,2018,38,23,2018,3,9,September,0,Sunday,0
2019-01-14,2019-01-14,2019,2,14,2019,1,1,January,1,Monday,1
2019-01-31,2019-01-31,2019,4,31,2019,1,1,January,4,Thursday,1
2019-02-23,2019-02-23,2019,7,23,2019,1,2,February,6,Saturday,0
2019-03-25,2019-03-25,2019,12,25,2019,1,3,March,1,Monday,1
2019-08-09,2019-08-09,2019,31,9,2019,3,8,August,5,Friday,1
2019-11-20,2019-11-20,2019,46,20,2019,4,11,November,3,Wednesday,1
2020-01-05,2020-01-05,2020,1,5,2020,1,1,January,0,Sunday,0
2020-01-27,2020-01-27,2020,4,27,2020,1,1,January,1,Monday,1
2020-03-03,2020-03-03,2020,9,3,2020,1,3,March,2,Tuesday,1
2020-03-21,2020-03-21,2020,11,21,2020,1,3,March,6,Saturday,0
2020-06-19,2020-06-19,2020,24,19,2020,2,6,June,5,Friday,1
2020-08-08,2020-08-08,2020,31,8,2020,3,8,August,6,Saturday,0
2020-12-03,2020-12-03,2020,48,3,2020,4,12,December,4,Thursday,1
2021-04-18,2021-04-18,2021,16,18,2021,2,4,April,0,Sunday,0
2021-05-19,2021-05-19,2021,20,19,2021,2,5,May,3,Wednesday,1
2021-09-26,2021-09-26,2021,39,26,2021,3,9,September,0,Sunday,0
2021-10-27,2021-10-27,2021,43,27,2021,4,10,October,3,Wednesday,1
2022-01-29,2022-01-29,2022,4,29,2022,1,1,January,6,Saturday,0
2022-02-04,2022-02-04,2022,5,4,2022,1,2,February,5,Friday,1
2022-02-17,2022-02-17,2022,7,17,2022,1,2,February,4,Thursday,1
2022-02-25,2022-02-25,2022,8,25,2022,1,2,February,5,Friday,1
2022-03-07,2022-03-07,2022,10,7,2022,1,3,March,1,Monday,1
2022-07-09,2022-07-09,2022,27,9,2022,3,7,July,6,Saturday,0
2022-10-04,2022-10-04,2022,40,4,2022,4,10,October,2,Tuesday,1
2022-10-06,2022-10-06,2022,40,6,2022,4,10,October,4,Thursday,1
2014-01-17,2014-01-17,2014,2,17,2014,1,1,January,5,Friday,1
2014-02-10,2014-02-10,2014,6,10,2014,1,2,February,1,Monday,1
2014-05-18,2014-05-18,2014,20,18,2014,2,5,May,0,Sunday,0
2014-05-20,2014-05-20,2014,20,20,2014,2,5,May,2,Tuesday,1
2014-06-14,2014-06-14,2014,23,14,2014,2,6,June,6,Saturday,0
2014-08-06,2014-08-06,2014,31,6,2014,3,8,August,3,Wednesday,1
2014-11-30,2014-11-30,2014,48,30,2014,4,11,November,0,Sunday,0
2015-02-05,2015-02-05,2015,5,5,2015,1,2,February,4,Thursday,1
2015-02-08,2015-02-08,2015,6,8,2015,1,2,February,0,Sunday,0
